Epoch,Train Loss,Train Acc,Test Loss,Test Acc
81,0.04616089299038069,98.42,0.6955747107797401,86.83
82,0.04440863113099763,98.532,0.8179044406958235,86.68
83,0.045314489109180206,98.526,0.684014966559374,86.35
84,0.04543305400421057,98.424,0.7023903316583487,86.37
85,0.04492120818429266,98.472,0.6541723726418546,86.82
86,0.04390296052119612,98.508,0.75596669328733,86.33
87,0.04398203257286831,98.5,0.7741987090664745,86.33
88,0.03953641817699587,98.68,0.7474284062504964,86.78
89,0.04606340285463794,98.432,0.6926578091897856,87.3
90,0.04089392744140954,98.552,0.7503793878029265,86.27
91,0.04493608879554741,98.472,0.6761728516544034,86.53
92,0.03927791421483213,98.66,0.8446924029985226,86.99
93,0.04258333661124763,98.562,0.7481113663144088,86.68
94,0.04214837776018795,98.576,0.6851604620449263,87.12
95,0.038122828868515604,98.698,0.6239820139625998,86.35
96,0.04218055298443639,98.628,0.7072204496194876,87.24
97,0.040104288575301114,98.658,0.6383284159819596,87.22
98,0.040641282374269144,98.58,0.7349241534616209,87.25
99,0.04025713493845025,98.72,0.713207926010122,87.25
100,0.036698383027160615,98.782,0.82272616795975,86.5
101,0.04058273812966987,98.648,0.7496783213638596,87.28
102,0.03955477334205305,98.73,0.6624334043735406,86.88
103,0.03872693218073784,98.696,0.7343855554978296,86.74
104,0.04208578788023837,98.592,0.74384295220177,87.04
105,0.03571122629185032,98.874,0.7278127099562901,87.04
106,0.03923172077879137,98.716,0.7039618103481537,86.98
107,0.038485677155307756,98.742,0.7455185338864646,86.54
108,0.037571553000624466,98.774,0.8210146157494999,87.16
109,0.03460433242110174,98.86,0.7610897834714206,86.91
110,0.03918587332549798,98.716,0.7489628997179844,87.13
111,0.03424480310337529,98.824,0.6924022632350136,86.98
112,0.03847405487710928,98.66,0.7887152305593307,87.03
90,0.042762532498374604,98.58,0.7631120373777222,86.89
91,0.043817930901524575,98.488,0.6966426464034983,86.87
92,0.03959637255284714,98.674,0.6983659919529868,87.16
93,0.039858708275695896,98.654,0.6318063131705025,86.8
94,0.0422795213925152,98.524,0.7326849451513229,87.08
95,0.04040509617152449,98.652,0.7128595711775689,86.91
96,0.04192955085462655,98.628,0.8423729977538302,86.57
97,0.04042669855664029,98.654,0.7313490290981018,86.4
98,0.03977285078991865,98.71,0.7964494582678462,86.78
99,0.04054227542181186,98.648,0.7106021307349301,86.96
100,0.03773271544009972,98.796,0.6911525504718261,86.8
101,0.03879765745978235,98.692,0.7436656686877192,86.85
102,0.039637783678353994,98.674,0.7404837841134106,86.72
103,0.03517875548657374,98.806,0.7485934544107156,86.99
104,0.037092438333653145,98.79,0.7595386756419933,86.63
105,0.038741967852839405,98.728,0.7147774295650792,86.96
106,0.034280041518983555,98.842,0.7171371713357133,86.91
107,0.03706105188131533,98.808,0.7595922705608036,87.26
108,0.03797281623364534,98.74,0.7336965985492039,87.23
109,0.03367169240370952,98.84,0.6928916569793978,87.23
110,0.03616376685801295,98.814,0.7007278599742388,86.99
111,0.034062690561052524,98.854,0.81211291502093,86.89
112,0.03469839053745409,98.884,0.8090592616307624,86.55
113,0.0342445441236522,98.834,0.7272859735274166,87.0
114,0.03434568520802709,98.854,0.7922378171229,87.05
115,0.03348206423573279,98.884,0.7168965088515974,86.8
116,0.03105073865006539,98.964,0.76291308522458,86.93
117,0.032296604058387496,98.928,0.7862081890974116,86.88
118,0.0322653193218237,98.87,0.7929068104406378,86.91
119,0.03150626108191229,98.954,0.7835411991641935,87.1
120,0.03188967140193901,98.924,0.7917737500586237,86.57
121,0.03110211950135178,98.938,0.6639278588382105,86.41
122,0.030787953441276883,98.964,0.6932227873857455,86.64
123,0.03045906498158047,98.966,0.6450418632703657,86.77
124,0.02991976827717121,99.002,0.7181467058666321,87.22
125,0.028935613705383757,99.074,0.8415735853569682,86.66
126,0.02914946137635308,99.046,0.7924789256685355,87.37
127,0.02952606765774539,99.008,0.7166035867049939,87.17
128,0.027213829113463126,99.114,0.7735800712723464,87.06
129,0.029672420842773023,99.036,0.7807946753918383,87.11
130,0.026030186894366186,99.172,0.7697283062550534,87.08
131,0.026195255951760473,99.138,0.8012836582065778,87.25
132,0.02471957068362498,99.172,0.7108051612905893,86.98
133,0.027332937394440388,99.11,0.8579493259946035,87.21
134,0.025933841074368053,99.172,0.8214964139822554,87.24
135,0.027561091989386905,99.106,0.8208807250365805,87.05
136,0.023291191531490292,99.242,0.8844544205879874,87.48
137,0.025163443650733426,99.142,0.7785375060234851,87.39
138,0.026452247586530225,99.186,0.7203298390283399,87.22
139,0.024468401074377366,99.22,0.698513541811,87.23
140,0.021402074130706827,99.302,0.8035790122382769,87.25
141,0.024921988970802427,99.192,0.7448621190049107,87.42
142,0.024563280805490806,99.182,0.7393867704301728,87.07
143,0.024881206064865283,99.178,0.7578386861940485,87.61
144,0.021916963867281557,99.242,0.8987974283287671,87.25
145,0.021089860901539963,99.294,0.883887993030976,87.0
146,0.02458876306762992,99.204,0.7883674395464981,87.13
147,0.021208151553088025,99.292,0.8410477184247189,87.04
148,0.021559959944780663,99.308,0.8182186384182948,87.65
149,0.021117334024989366,99.268,0.7321640428430148,87.33
150,0.020387724549614884,99.36,0.8635702344319097,87.39
151,0.020297886965610676,99.304,0.7775536382456679,87.56
152,0.0197033620755292,99.356,0.7159473150398563,87.44
153,0.01961980182250074,99.378,0.8454871574610534,87.57
154,0.01905055157790151,99.392,0.804803312092963,87.29
155,0.02101488702906853,99.356,0.7719954434242404,87.33
156,0.017826127125174288,99.414,0.8586792436616381,87.27
157,0.01841147986902257,99.4,0.8647002895394778,87.77
158,0.01823991038298942,99.388,0.7777222717677752,87.56
159,0.017367763958367668,99.452,0.6936313184060026,87.06
160,0.016400231433824897,99.44,0.835045129368381,87.59
161,0.018642842210565776,99.414,0.8265341113829359,87.46
162,0.015489823253095681,99.486,0.79987355048265,87.54
163,0.017836925623501063,99.434,0.7725351998255552,87.31
164,0.01714096952331449,99.45,0.8440949024491052,87.51
165,0.017004987300023623,99.416,0.7749759665057703,87.34
166,0.0153544464746307,99.456,0.9025940225633886,87.47
167,0.015214282302794835,99.552,0.9128554567121874,87.43
168,0.016384070103426344,99.462,0.7776900795578492,87.28
169,0.013354806194959368,99.558,0.8647009294734906,87.6
170,0.013490422465627034,99.548,0.9472643363122816,87.21
171,0.014385553613631002,99.538,0.7841745616408614,87.57
172,0.014104950213577532,99.528,0.947367366204467,87.43
173,0.014858342853021057,99.524,0.6487067915648356,87.67
174,0.013477527218650046,99.53,0.8073981366700124,87.94
175,0.014722497675039163,99.53,0.9230233602860834,87.68
176,0.012256536974466088,99.612,0.9391608302460251,87.66
177,0.011731180613424368,99.614,0.8038523972609661,87.61
178,0.012894801841148813,99.572,0.9183770334926963,87.3
179,0.013660497682842545,99.542,0.8705065085959389,87.7
180,0.01101980022551209,99.654,0.7452111759903404,87.58
181,0.013193697093082825,99.568,0.8361356813916114,87.7
182,0.011941456211289947,99.604,0.8073896702981902,87.83
183,0.011902651566913064,99.606,0.8913322101371929,87.79
184,0.010357665287792904,99.664,0.8153617198701705,87.68
185,0.01119478609153983,99.66,0.8659881796690334,87.74
186,0.011458719372948987,99.596,0.898109095691476,87.82
187,0.009780196561827423,99.696,0.7049085272307963,87.51
188,0.009644307280806362,99.702,0.7877704870322505,87.53
189,0.01031198269616191,99.664,0.7885742863237558,87.78
190,0.009442496762349454,99.68,0.929074265879111,87.61
191,0.009879414482391364,99.7,0.9022980449152748,87.61
192,0.010237016991040179,99.672,0.8360694113146742,87.77
193,0.008074310185925077,99.75,0.9024181111824164,87.45
194,0.008116098253089893,99.736,0.816796473728262,87.92
195,0.009060013068420948,99.722,0.8116319569163256,87.65
196,0.007717896255694201,99.744,0.8634579579865241,87.27
197,0.008191571107824695,99.722,0.8502383743481693,87.5
198,0.007984096240523725,99.726,0.7073404890976154,87.6
199,0.007626958979832446,99.75,0.7767762488022064,87.78
200,0.00809471899016847,99.724,0.8031544835601602,87.82
