Epoch,Train Loss,Train Acc,Test Loss,Test Acc
64,0.033610548068580104,98.74124708236079,0.3035850920592391,94.2
65,0.04016354931002328,98.54118039346449,0.26955166122926816,93.93333333333334
57,0.04879577437485568,98.29943314438147,0.2380991725690068,94.4
58,0.03784387645086584,98.5995331777259,0.2670732960779698,93.9
59,0.03674852718343027,98.74124708236079,0.23949838191321626,94.26666666666667
60,0.03666754203856302,98.71623874624875,0.2134143016827502,94.8
61,0.03674204213339059,98.70790263421141,0.25828601518546873,93.36666666666666
62,0.03251208279499163,98.95798599533178,0.2833227973555531,93.96666666666667
63,0.03755442493141163,98.57452484161387,0.3208220044082694,93.16666666666667
64,0.037052810466848315,98.60786928976326,0.25069582920970146,93.96666666666667
65,0.033528833636354345,98.76625541847282,0.22349997509422467,94.63333333333334
66,0.027891179751682406,98.95798599533178,0.2581187937110943,94.9
67,0.03515225628224046,98.64954984994998,0.30183712561749587,93.66666666666667
68,0.03796506894833874,98.6162054018006,0.1959841521397843,94.63333333333334
69,0.029601453994051553,98.9996665555185,0.21491311809905503,94.76666666666667
70,0.03268601597313924,98.92464154718239,0.23895404300364573,94.63333333333334
71,0.03134400667106577,99.04134711570524,0.22850514780250736,94.76666666666667
72,0.026395863929841046,99.04968322774258,0.35060249125819914,92.73333333333333
73,0.034534593107314625,98.86628876292097,0.2962003085028341,93.23333333333333
74,0.031208684935001656,98.90796932310771,0.2502935672508736,93.76666666666667
75,0.02478801416438849,99.20806935645216,0.3138992092520492,93.46666666666667
76,0.028056005293600417,98.95798599533178,0.2608998530706652,94.66666666666667
77,0.03139029093271044,98.89129709903301,0.2892886315217002,94.4
78,0.03017117615645596,98.7995998666222,0.26378911941571326,94.2
79,0.028989513155228148,98.96632210736912,0.21255481487167951,94.93333333333334
80,0.02378647805645596,99.14971657219073,0.23029382720611727,94.56666666666666
81,0.027213955662368488,98.95798599533178,0.21244993416230815,95.53333333333333
82,0.022517483875494994,99.2164054684895,0.2893658732827798,93.83333333333333
82,0.016142719130284,99.49983327775925,0.28370070842355566,94.7
83,0.032781193987107445,98.85795265088363,0.24999747625877122,94.56666666666666
84,0.022234296817769065,99.24141380460154,0.3021145211900082,94.3
85,0.024132118404328745,99.16638879626542,0.2532952970855763,94.5
86,0.024888172719976866,99.20806935645216,0.23486942337696634,94.56666666666666
87,0.025301141372755714,99.12470823607869,0.31602725490231576,93.76666666666667
88,0.02786438570789566,98.98299433144382,0.30409142564918834,93.73333333333333
89,0.027937662810533462,99.04134711570524,0.2705167552609592,94.76666666666667
90,0.025876070136776737,99.09136378792931,0.336761069850359,93.5
91,0.02249252910616148,99.28309436478827,0.33581719631874407,93.3
92,0.026667624650338742,98.98299433144382,0.25512045857948806,94.6
93,0.02517967771491385,99.13304434811604,0.2365268411055827,94.93333333333334
94,0.025267225967768658,99.17472490830276,0.2931402122920162,94.1
95,0.020311944433371535,99.29976658886295,0.27061177128912545,94.4
96,0.02192106917006216,99.2164054684895,0.2813940940253585,94.5
97,0.03075854701149486,98.98299433144382,0.279403454569973,93.46666666666667
98,0.024131866561307107,99.11637212404135,0.28174342650997614,94.56666666666666
99,0.018005005158881735,99.36645548516172,0.2384917125343565,94.93333333333334
100,0.020930023289411716,99.26642214071357,0.2640772553461536,94.23333333333333
