epoch,train_loss,train_acc,test_loss,test_acc
100,0.22363837048053742,0.92722,2.221956407356262,0.6411
101,0.21335835621595384,0.93056,2.150447845840454,0.6433
102,0.2094717229270935,0.9317,2.2256781002044677,0.6473
103,0.21801929748535157,0.92948,2.2568443059921264,0.6407
104,0.2143521323823929,0.93044,2.180569752883911,0.6532
105,0.21311325003147125,0.9316,2.1785382299423217,0.6439
106,0.20905371288776398,0.93154,2.1964383533477783,0.6511
107,0.20499277911663055,0.93298,2.2773044553756714,0.64
108,0.20740706310749055,0.9337,2.141177435207367,0.6516
109,0.20581789194583894,0.93298,2.1056532815933227,0.6462
110,0.20155080837726594,0.93436,2.138565873146057,0.652
111,0.19660352350473403,0.93482,2.2704876545906068,0.6465
112,0.19375314103126526,0.93626,2.2581940011978148,0.6495
113,0.19880285520076751,0.93502,2.2025900791168214,0.6456
114,0.19522775331020356,0.93796,2.1894242862701416,0.6448
115,0.19634640933036804,0.93648,2.3333485708236696,0.6453
116,0.19326708603858947,0.93784,2.245935594844818,0.6458
117,0.18716635287761688,0.9388,2.2425572357177734,0.648
118,0.19296502902030946,0.93666,2.205508305931091,0.65
119,0.1842745206785202,0.9393,2.3551061698913576,0.647
120,0.1844558454823494,0.94074,2.275131814193726,0.6496
121,0.18512122801065445,0.94,2.1353577486038207,0.6459
122,0.18446400184869766,0.94146,2.3020738067626954,0.6506
123,0.17828363857984542,0.94176,2.333615673828125,0.6552
124,0.17752099278211594,0.94312,2.2482485374450683,0.6531
125,0.1778784016084671,0.94236,2.294172873687744,0.6482
126,0.184451246008873,0.94234,2.4186451368331907,0.6493
127,0.1742925736761093,0.94324,2.217067748069763,0.6498
128,0.17510951850175857,0.94444,2.3053438793182375,0.6516
129,0.17098729365110396,0.94388,2.415970589828491,0.6499
130,0.16975702929973602,0.94552,2.2681060691833497,0.6498
131,0.18181836434841156,0.94216,2.4049808227539065,0.6507
132,0.17165042308092118,0.94432,2.257454935455322,0.6474
133,0.1720281489777565,0.94328,2.270615546417236,0.6461
134,0.1682916668534279,0.94596,2.4400020998001097,0.6498
135,0.16527121992111207,0.94752,2.3292462339401245,0.6478
136,0.16342336920261383,0.94718,2.3375933141708374,0.6494
137,0.1690883068203926,0.94442,2.286203727722168,0.6474
138,0.16762731294870375,0.94488,2.356400035095215,0.6527
139,0.1621409816646576,0.947,2.3976960119247437,0.648
140,0.16011653515696525,0.94662,2.356165200996399,0.6477
141,0.16322400879621507,0.94742,2.325595690345764,0.6473
142,0.16278383898258209,0.94794,2.408092758560181,0.6465
143,0.15919503630876541,0.94856,2.38230482006073,0.6504
144,0.1560914920115471,0.94962,2.4590185628890993,0.6496
145,0.15821469641327857,0.94944,2.4955280358314513,0.6461
146,0.16068806864738464,0.94804,2.366377986907959,0.6422
147,0.15371857689619065,0.9501,2.4206607626914978,0.6501
148,0.15490407894849778,0.94938,2.3450257892608644,0.6455
149,0.153254499437809,0.9504,2.491190574264526,0.6488
150,0.15038765379190444,0.9502,2.373963292694092,0.6444
151,0.15404871532678605,0.95118,2.3795557647705077,0.6481
152,0.15433234630346299,0.95068,2.4607093900680543,0.6427
153,0.1540068056100607,0.9495,2.4263867391586302,0.6448
154,0.15108420646190643,0.95102,2.442634855747223,0.6479
155,0.1460435037255287,0.95264,2.581568007850647,0.6447
156,0.14694937282681464,0.95168,2.4267970109939574,0.6488
157,0.14448476403474808,0.95398,2.5040544691085818,0.6459
158,0.15355466954946517,0.95048,2.4346149620056154,0.6471
159,0.14261864579916,0.95306,2.4315468143463135,0.6445
160,0.14735982865571975,0.95164,2.576610641860962,0.6523
161,0.1427187628006935,0.95312,2.3900481689453126,0.649
162,0.14448650421619416,0.95294,2.4828692039489746,0.6475
163,0.1421336393070221,0.95372,2.4099158639907836,0.6513
164,0.14099342581033705,0.9544,2.5091887870788576,0.6448
165,0.1465865489935875,0.95204,2.4665155046463014,0.6494
166,0.14202720846891403,0.95364,2.4306006595611573,0.6467
167,0.14330518655776978,0.9543,2.5680938220977785,0.6496
168,0.14546964201569557,0.95324,2.3928068696975706,0.652
169,0.1431822439956665,0.9543,2.5243953077316283,0.6468
170,0.13939470677137375,0.9551,2.524765069580078,0.6486
171,0.1408935216140747,0.95314,2.6300292114257813,0.6473
172,0.14111088913440703,0.9541,2.5186461055755616,0.6494
173,0.1357584897786379,0.9555,2.560702626037598,0.6473
174,0.13455755107164383,0.95582,2.650792378997803,0.6483
175,0.13694843857049943,0.9558,2.56177655582428,0.6471
176,0.13401293572187423,0.95668,2.3803944971084596,0.6452
177,0.1341884476184845,0.95686,2.5135539825439452,0.6478
178,0.13621462078928948,0.95592,2.4922406465530393,0.6494
179,0.13817303416013718,0.95554,2.7422779607772827,0.6439
180,0.12959276482641696,0.95874,2.573319585418701,0.6427
181,0.1328717834186554,0.95692,2.5169859003067017,0.6505
182,0.1319819607245922,0.9575,2.58359319229126,0.6481
183,0.1304197718912363,0.95786,2.5482031253814696,0.6447
184,0.13170702798128128,0.95772,2.5730065116882326,0.6423
185,0.13079145722880958,0.9575,2.419556538772583,0.6492
186,0.12742862684965134,0.96034,2.5090635442733764,0.6408
187,0.12636379558622837,0.95916,2.587072447395325,0.6533
188,0.13002934067487718,0.95672,2.6418898817062377,0.6463
189,0.1292184951674938,0.95784,2.602170527267456,0.6412
190,0.12622809245467187,0.95904,2.4699735370635985,0.6459
191,0.13241667310714722,0.95694,2.7829695346832275,0.6451
192,0.12323716235399246,0.9585,2.5733225994110107,0.6514
193,0.1269816473519802,0.9589,2.5227578077316286,0.6499
194,0.1281531751704216,0.9577,2.613181852531433,0.646
195,0.13072397389233112,0.95734,2.5470164306640624,0.6498
196,0.12554451974868774,0.95936,2.5209312635421752,0.6514
197,0.12662040640592576,0.9586,2.5131551456451415,0.6495
198,0.1248135739183426,0.95914,2.6832325344085692,0.6518
199,0.127987581063509,0.95802,2.6182770179748536,0.6527
200,0.11930593200564385,0.961,2.6325264656066896,0.6477
